Sentiment,UserID,DateTime,Product,User,Comment,NO_Punctuations,Tokenized_Data,Stop_Words_Removed
4,173,Wed May 20 02:37:09 UTC 2009,nike,sportsgirl505,just changed my default pic to a Nike basketball cause bball is awesome!!!!!,just changed my default pic to a nike basketball cause bball is awesome,"['just', 'changed', 'my', 'default', 'pic', 'to', 'a', 'nike', 'basketball', 'cause', 'bball', 'is', 'awesome']","['changed', 'default', 'pic', 'nike', 'basketball', 'cause', 'bball', 'awesome']"
2,174,Wed May 20 02:38:27 UTC 2009,nike,MatrixSystems,"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding",nike owns nba playoffs ads w lebron kobe carmelo httpowly7uiy  adidas billups howard  marketing branding,"['nike', 'owns', 'nba', 'playoffs', 'ads', 'w', 'lebron', 'kobe', 'carmelo', 'httpowly7uiy', 'adidas', 'billups', 'howard', 'marketing', 'branding']","['nike', 'owns', 'nba', 'playoffs', 'ads', 'w', 'lebron', 'kobe', 'carmelo', 'httpowly7uiy', 'adidas', 'billups', 'howard', 'marketing', 'branding']"
2,175,Wed May 20 02:38:45 UTC 2009,nike,cadburysgirl,"'Next time, I'll call myself Nike'",next time ill call myself nike,"['next', 'time', 'ill', 'call', 'myself', 'nike']","['next', 'time', 'ill', 'call', 'nike']"
2,176,Wed May 20 02:38:50 UTC 2009,nike,AddictedToFresh,New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT,new blog post nike sb dunk low premium white gum httptrimlott,"['new', 'blog', 'post', 'nike', 'sb', 'dunk', 'low', 'premium', 'white', 'gum', 'httptrimlott']","['new', 'blog', 'post', 'nike', 'sb', 'dunk', 'low', 'premium', 'white', 'gum', 'httptrimlott']"
0,177,Wed May 20 02:39:05 UTC 2009,nike,coreysmbpro,RT @SmartChickPDX: Was just told that Nike layoffs started today :-(,rt smartchickpdx was just told that nike layoffs started today ,"['rt', 'smartchickpdx', 'was', 'just', 'told', 'that', 'nike', 'layoffs', 'started', 'today', '']","['rt', 'smartchickpdx', 'told', 'nike', 'layoffs', 'started', 'today', '']"
4,178,Wed May 20 02:39:28 UTC 2009,nike,PRolivia,Back when I worked for Nike we had one fav word : JUST DO IT! :),back when i worked for nike we had one fav word  just do it ,"['back', 'when', 'i', 'worked', 'for', 'nike', 'we', 'had', 'one', 'fav', 'word', 'just', 'do', 'it', '']","['back', 'worked', 'nike', 'one', 'fav', 'word', '']"
4,179,Wed May 20 02:40:23 UTC 2009,nike,ErrantDreams,"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9",by the way im totally inspired by this freaky nike commercial httpsnurlcomicgj9,"['by', 'the', 'way', 'im', 'totally', 'inspired', 'by', 'this', 'freaky', 'nike', 'commercial', 'httpsnurlcomicgj9']","['way', 'im', 'totally', 'inspired', 'freaky', 'nike', 'commercial', 'httpsnurlcomicgj9']"
2,192,Sat May 23 20:43:22 UTC 2009,weka,nikete,"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.",giving weka an app engine interface using the bird strike data for the tests the logo is a given,"['giving', 'weka', 'an', 'app', 'engine', 'interface', 'using', 'the', 'bird', 'strike', 'data', 'for', 'the', 'tests', 'the', 'logo', 'is', 'a', 'given']","['giving', 'weka', 'app', 'engine', 'interface', 'using', 'bird', 'strike', 'data', 'tests', 'logo', 'given']"
2,194,Sun May 24 16:18:48 UTC 2009,50d,bigdigit,"Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t",brand new canon eos 50d 15mp dslr camera canon 1785mm is lens  web technology thread brand new canon eos 5 httpumavrevcom5a3t,"['brand', 'new', 'canon', 'eos', '50d', '15mp', 'dslr', 'camera', 'canon', '1785mm', 'is', 'lens', 'web', 'technology', 'thread', 'brand', 'new', 'canon', 'eos', '5', 'httpumavrevcom5a3t']","['brand', 'new', 'canon', 'eos', '50d', '15mp', 'dslr', 'camera', 'canon', '1785mm', 'lens', 'web', 'technology', 'thread', 'brand', 'new', 'canon', 'eos', '5', 'httpumavrevcom5a3t']"
4,195,Sun May 24 16:19:04 UTC 2009,50d,justinbettman,Class... The 50d is supposed to come today :),class the 50d is supposed to come today ,"['class', 'the', '50d', 'is', 'supposed', 'to', 'come', 'today', '']","['class', '50d', 'supposed', 'come', 'today', '']"
0,196,Sun May 24 20:48:14 UTC 2009,lambda calculus,read0,needs someone to explain lambda calculus to him! :(,needs someone to explain lambda calculus to him ,"['needs', 'someone', 'to', 'explain', 'lambda', 'calculus', 'to', 'him', '']","['needs', 'someone', 'explain', 'lambda', 'calculus', '']"
0,197,Sun May 24 20:48:58 UTC 2009,lambda calculus,BAK3R,Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus.,took the graduate field exam for computer science today  nothing makes you feel like more of an idiot than lambda calculus,"['took', 'the', 'graduate', 'field', 'exam', 'for', 'computer', 'science', 'today', 'nothing', 'makes', 'you', 'feel', 'like', 'more', 'of', 'an', 'idiot', 'than', 'lambda', 'calculus']","['took', 'graduate', 'field', 'exam', 'computer', 'science', 'today', 'nothing', 'makes', 'feel', 'like', 'idiot', 'lambda', 'calculus']"
4,198,Sun May 24 20:49:52 UTC 2009,east palo alto,SLICKSPIT,SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......,shout outs to all east palo alto for being in the buildin karizmakaze 50cal gta also thanks to profits of doom universal hempz cracka,"['shout', 'outs', 'to', 'all', 'east', 'palo', 'alto', 'for', 'being', 'in', 'the', 'buildin', 'karizmakaze', '50cal', 'gta', 'also', 'thanks', 'to', 'profits', 'of', 'doom', 'universal', 'hempz', 'cracka']","['shout', 'outs', 'east', 'palo', 'alto', 'buildin', 'karizmakaze', '50cal', 'gta', 'also', 'thanks', 'profits', 'doom', 'universal', 'hempz', 'cracka']"
0,199,Sun May 24 20:50:32 UTC 2009,east palo alto,ckwright,"@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.",legalgeekery yeahhhhhhhhh i wouldnt really have lived in east palo alto if i could have avoided it  i guess its only for the summer,"['legalgeekery', 'yeahhhhhhhhh', 'i', 'wouldnt', 'really', 'have', 'lived', 'in', 'east', 'palo', 'alto', 'if', 'i', 'could', 'have', 'avoided', 'it', 'i', 'guess', 'its', 'only', 'for', 'the', 'summer']","['legalgeekery', 'yeahhhhhhhhh', 'wouldnt', 'really', 'lived', 'east', 'palo', 'alto', 'could', 'avoided', 'guess', 'summer']"
4,204,Mon May 25 17:15:01 UTC 2009,stanford,souleaterjh,@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,accannis edog1203 great stanford course thanks for making it available to the public really helpful and informative for starting off,"['accannis', 'edog1203', 'great', 'stanford', 'course', 'thanks', 'for', 'making', 'it', 'available', 'to', 'the', 'public', 'really', 'helpful', 'and', 'informative', 'for', 'starting', 'off']","['accannis', 'edog1203', 'great', 'stanford', 'course', 'thanks', 'making', 'available', 'public', 'really', 'helpful', 'informative', 'starting']"
2,205,Mon May 25 17:15:24 UTC 2009,stanford,susangao,"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9",nvidia names stanfords bill dally chief scientist vp of research httpbitlyfvvg9,"['nvidia', 'names', 'stanfords', 'bill', 'dally', 'chief', 'scientist', 'vp', 'of', 'research', 'httpbitlyfvvg9']","['nvidia', 'names', 'stanfords', 'bill', 'dally', 'chief', 'scientist', 'vp', 'research', 'httpbitlyfvvg9']"
2,206,Mon May 25 17:15:43 UTC 2009,stanford,jimmy_chan2009,New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo,new blog post harvard versus stanford  who wins httpbitlymcoco,"['new', 'blog', 'post', 'harvard', 'versus', 'stanford', 'who', 'wins', 'httpbitlymcoco']","['new', 'blog', 'post', 'harvard', 'versus', 'stanford', 'wins', 'httpbitlymcoco']"
4,207,Mon May 25 17:17:04 UTC 2009,lakers,a_fio,@ work til 6pm... lets go lakers!!!, work til 6pm lets go lakers,"['', 'work', 'til', '6pm', 'lets', 'go', 'lakers']","['', 'work', 'til', '6pm', 'lets', 'go', 'lakers']"
0,208,Mon May 25 17:18:29 UTC 2009,north korea,luvslikepi,Damn you North Korea. http://bit.ly/KtMeQ,damn you north korea httpbitlyktmeq,"['damn', 'you', 'north', 'korea', 'httpbitlyktmeq']","['damn', 'north', 'korea', 'httpbitlyktmeq']"
0,209,Mon May 25 17:19:05 UTC 2009,north korea,utsagrad123,Can we just go ahead and blow North Korea off the map already?,can we just go ahead and blow north korea off the map already,"['can', 'we', 'just', 'go', 'ahead', 'and', 'blow', 'north', 'korea', 'off', 'the', 'map', 'already']","['go', 'ahead', 'blow', 'north', 'korea', 'map', 'already']"
0,210,Mon May 25 17:19:14 UTC 2009,north korea,stabotage,"North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl",north korea please cease this douchebaggery china doesnt even like you anymore httpbitlynehsl,"['north', 'korea', 'please', 'cease', 'this', 'douchebaggery', 'china', 'doesnt', 'even', 'like', 'you', 'anymore', 'httpbitlynehsl']","['north', 'korea', 'please', 'cease', 'douchebaggery', 'china', 'doesnt', 'even', 'like', 'anymore', 'httpbitlynehsl']"
0,211,Mon May 25 17:21:08 UTC 2009,pelosi,zed01,Why the hell is Pelosi in freakin China? and on whose dime?,why the hell is pelosi in freakin china and on whose dime,"['why', 'the', 'hell', 'is', 'pelosi', 'in', 'freakin', 'china', 'and', 'on', 'whose', 'dime']","['hell', 'pelosi', 'freakin', 'china', 'whose', 'dime']"
0,212,Mon May 25 17:23:55 UTC 2009,bailout,funky_old_man,"Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a handout!",are you burning more cash  than chrysler and gm stop the financial tsunami where bailout means taking a handout,"['are', 'you', 'burning', 'more', 'cash', 'than', 'chrysler', 'and', 'gm', 'stop', 'the', 'financial', 'tsunami', 'where', 'bailout', 'means', 'taking', 'a', 'handout']","['burning', 'cash', 'chrysler', 'gm', 'stop', 'financial', 'tsunami', 'bailout', 'means', 'taking', 'handout']"
0,213,Mon May 25 17:25:34 UTC 2009,insects,malcozer,insects have infected my spinach plant :(,insects have infected my spinach plant ,"['insects', 'have', 'infected', 'my', 'spinach', 'plant', '']","['insects', 'infected', 'spinach', 'plant', '']"
0,214,Mon May 25 17:26:50 UTC 2009,insects,AntoineTheReaL,wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects,wish i could catch every mosquito in the world n burn em slowlythey been bitin the shit outta me 2daymosquitos are the assholes of insects,"['wish', 'i', 'could', 'catch', 'every', 'mosquito', 'in', 'the', 'world', 'n', 'burn', 'em', 'slowlythey', 'been', 'bitin', 'the', 'shit', 'outta', 'me', '2daymosquitos', 'are', 'the', 'assholes', 'of', 'insects']","['wish', 'could', 'catch', 'every', 'mosquito', 'world', 'n', 'burn', 'em', 'slowlythey', 'bitin', 'shit', 'outta', '2daymosquitos', 'assholes', 'insects']"
0,215,Mon May 25 17:27:05 UTC 2009,insects,jonwolpert,"just got back from church, and I totally hate insects.",just got back from church and i totally hate insects,"['just', 'got', 'back', 'from', 'church', 'and', 'i', 'totally', 'hate', 'insects']","['got', 'back', 'church', 'totally', 'hate', 'insects']"
0,216,Mon May 25 17:28:50 UTC 2009,mcdonalds,jachshore,Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it,just got mcdonalds goddam those eggs make me sick o yeah laker up date go lakers not much of an update well its true so suck it,"['just', 'got', 'mcdonalds', 'goddam', 'those', 'eggs', 'make', 'me', 'sick', 'o', 'yeah', 'laker', 'up', 'date', 'go', 'lakers', 'not', 'much', 'of', 'an', 'update', 'well', 'its', 'true', 'so', 'suck', 'it']","['got', 'mcdonalds', 'goddam', 'eggs', 'make', 'sick', 'yeah', 'laker', 'date', 'go', 'lakers', 'much', 'update', 'well', 'true', 'suck']"
4,217,Mon May 25 17:29:39 UTC 2009,mcdonalds,MamiYessi,omgg i ohhdee want mcdonalds damn i wonder if its open lol =],omgg i ohhdee want mcdonalds damn i wonder if its open lol ,"['omgg', 'i', 'ohhdee', 'want', 'mcdonalds', 'damn', 'i', 'wonder', 'if', 'its', 'open', 'lol', '']","['omgg', 'ohhdee', 'want', 'mcdonalds', 'damn', 'wonder', 'open', 'lol', '']"
0,218,Mon May 25 17:31:21 UTC 2009,exam,jvici0us,History exam studying ugh,history exam studying ugh,"['history', 'exam', 'studying', 'ugh']","['history', 'exam', 'studying', 'ugh']"
0,219,Mon May 25 17:31:43 UTC 2009,exam,enriquenieto,"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good...",i hate revision its so boring i am totally unprepared for my exam tomorrow  things are not looking good,"['i', 'hate', 'revision', 'its', 'so', 'boring', 'i', 'am', 'totally', 'unprepared', 'for', 'my', 'exam', 'tomorrow', 'things', 'are', 'not', 'looking', 'good']","['hate', 'revision', 'boring', 'totally', 'unprepared', 'exam', 'tomorrow', 'things', 'looking', 'good']"
0,220,Mon May 25 17:31:45 UTC 2009,exam,Drummermatt_182,"Higher physics exam tommorow, not lookin forward to it much :(",higher physics exam tommorow not lookin forward to it much ,"['higher', 'physics', 'exam', 'tommorow', 'not', 'lookin', 'forward', 'to', 'it', 'much', '']","['higher', 'physics', 'exam', 'tommorow', 'lookin', 'forward', 'much', '']"
0,222,Mon May 25 17:32:11 UTC 2009,exam,filmcriticbeta,"It's a bank holiday, yet I'm only out of work now. Exam season sucks:(",its a bank holiday yet im only out of work now exam season sucks,"['its', 'a', 'bank', 'holiday', 'yet', 'im', 'only', 'out', 'of', 'work', 'now', 'exam', 'season', 'sucks']","['bank', 'holiday', 'yet', 'im', 'work', 'exam', 'season', 'sucks']"
0,223,Mon May 25 17:34:40 UTC 2009,cheney,lvlocal,Cheney and Bush are the real culprits - http://fwix.com/article/939496,cheney and bush are the real culprits  httpfwixcomarticle939496,"['cheney', 'and', 'bush', 'are', 'the', 'real', 'culprits', 'httpfwixcomarticle939496']","['cheney', 'bush', 'real', 'culprits', 'httpfwixcomarticle939496']"
0,224,Mon May 25 17:34:51 UTC 2009,cheney,QCWofNC,Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ,lifes a bitch and so is dick cheney p2 bipart tlot tcot hhrs gop dnc httpisgddjyq,"['lifes', 'a', 'bitch', 'and', 'so', 'is', 'dick', 'cheney', 'p2', 'bipart', 'tlot', 'tcot', 'hhrs', 'gop', 'dnc', 'httpisgddjyq']","['lifes', 'bitch', 'dick', 'cheney', 'p2', 'bipart', 'tlot', 'tcot', 'hhrs', 'gop', 'dnc', 'httpisgddjyq']"
0,225,Mon May 25 17:35:23 UTC 2009,cheney,jepaco,"Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg",dick cheneys dishonest speech about torture terror and obama fred kaplan slate httpisgddihg,"['dick', 'cheneys', 'dishonest', 'speech', 'about', 'torture', 'terror', 'and', 'obama', 'fred', 'kaplan', 'slate', 'httpisgddihg']","['dick', 'cheneys', 'dishonest', 'speech', 'torture', 'terror', 'obama', 'fred', 'kaplan', 'slate', 'httpisgddihg']"
0,226,Mon May 25 17:37:56 UTC 2009,republican,ImportantQuotes,"""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)",the republican party is a bunch of antiabortion zealots who couldnt draw flies to a dump  neal boortz just now on the radio,"['the', 'republican', 'party', 'is', 'a', 'bunch', 'of', 'antiabortion', 'zealots', 'who', 'couldnt', 'draw', 'flies', 'to', 'a', 'dump', 'neal', 'boortz', 'just', 'now', 'on', 'the', 'radio']","['republican', 'party', 'bunch', 'antiabortion', 'zealots', 'couldnt', 'draw', 'flies', 'dump', 'neal', 'boortz', 'radio']"
0,227,Mon May 25 17:46:06 UTC 2009,twitter api,fwhamm,is Twitter's connections API broken? Some tweets didn't make it to Twitter...,is twitters connections api broken some tweets didnt make it to twitter,"['is', 'twitters', 'connections', 'api', 'broken', 'some', 'tweets', 'didnt', 'make', 'it', 'to', 'twitter']","['twitters', 'connections', 'api', 'broken', 'tweets', 'didnt', 'make', 'twitter']"
0,228,Mon May 25 17:46:24 UTC 2009,twitter api,jos897,"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :(",i srsly hate the stupid twitter api timeout thing soooo annoying ,"['i', 'srsly', 'hate', 'the', 'stupid', 'twitter', 'api', 'timeout', 'thing', 'soooo', 'annoying', '']","['srsly', 'hate', 'stupid', 'twitter', 'api', 'timeout', 'thing', 'soooo', 'annoying', '']"
4,233,Wed May 27 00:34:21 UTC 2009,jquery book,jystewart,"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",psychemedia i really liked kswedbergs learning jquery book httpbitlypg0lt is worth a look too,"['psychemedia', 'i', 'really', 'liked', 'kswedbergs', 'learning', 'jquery', 'book', 'httpbitlypg0lt', 'is', 'worth', 'a', 'look', 'too']","['psychemedia', 'really', 'liked', 'kswedbergs', 'learning', 'jquery', 'book', 'httpbitlypg0lt', 'worth', 'look']"
2,234,Wed May 27 00:34:47 UTC 2009,jquery book,cfbloggers,jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631,jquery ui 16 book review  httpcfbloggersorgc30631,"['jquery', 'ui', '16', 'book', 'review', 'httpcfbloggersorgc30631']","['jquery', 'ui', '16', 'book', 'review', 'httpcfbloggersorgc30631']"
4,235,Wed May 27 00:38:56 UTC 2009,goodby silverstein,CaerusMe,"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",very interesting ad from adobe by goodby silverstein amp partners  youtube  adobe cs4 le sens propre httpbitlyvprpt,"['very', 'interesting', 'ad', 'from', 'adobe', 'by', 'goodby', 'silverstein', 'amp', 'partners', 'youtube', 'adobe', 'cs4', 'le', 'sens', 'propre', 'httpbitlyvprpt']","['interesting', 'ad', 'adobe', 'goodby', 'silverstein', 'amp', 'partners', 'youtube', 'adobe', 'cs4', 'le', 'sens', 'propre', 'httpbitlyvprpt']"
